STUDENTID,sessionTotalTimeSeconds,numVisitedQuestions,totalActions,EfficientlyCompletedBlockA,EfficientlyCompletedBlockB,VH356862,VH098810,VH098519,VH098808,VH139047,VH098759,VH098740,VH134366,VH098753,VH134387,VH098783,BlockRev,VH098812,VH139196,VH134373,VH098839,VH098597,VH098556,VH098522,VH098779,VH098834,EOSTimeLft,SecTimeOut,HELPMAT8
2333175925,1771.57,20,360,True,True,13.064,35.306,68.937,43.61,113.03,130.06,63.496,151.544,137.823,104.017,145.163,4.211,87.267,64.796,236.07,90.577,90.88,41.103,68.42,44.094,35.626,2.476,0.0,0.0
2333176221,1169.93,20,305,True,False,10.257,12.686,32.957,45.89,36.724,94.783,42.46,141.604,105.493,41.169,42.817,29.403,53.407,221.234,77.553,59.86,24.856,18.607,34.927,9.659,25.231,8.353,0.0,0.0
2333176379,1811.834,13,475,False,True,7.607,18.31,142.59,74.727,224.61,256.193,70.43,295.277,88.093,76.967,152.623,0.0,87.683,311.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.941,0.0
2333176417,1070.377,20,343,True,True,11.794,15.986,70.71,36.774,40.11,64.11,40.58,58.26,99.753,83.763,37.937,7.806,67.067,56.593,96.143,51.004,33.936,32.637,36.88,65.957,55.14,7.437,0.0,0.0
2333177227,1819.533,20,324,True,True,15.35,27.14,43.893,93.947,88.096,130.21,41.814,102.62,197.826,411.73,91.96,0.0,74.72,42.734,153.74,117.223,29.093,15.177,2.607,30.907,103.576,0.0,5.17,0.0
2333177561,1260.067,20,550,True,True,9.95,20.196,58.145,47.668,73.374,70.47,23.507,105.977,104.356,116.154,108.193,10.024,54.954,105.526,93.48,52.193,65.021,24.549,44.43,32.171,34.086,5.643,0.0,0.0
2333177723,1790.737,20,436,True,False,8.8,21.588,66.25,39.836,79.519,165.988,43.172,359.611,104.446,277.38,71.093,9.957,80.198,122.146,93.414,49.64,43.15,14.844,28.5,22.372,54.01,34.823,0.0,0.0
2333177910,1490.267,20,260,True,False,6.037,13.67,53.643,56.183,29.14,42.867,43.283,117.967,70.34,178.833,94.504,2.794,84.356,132.177,179.013,64.71,41.72,31.614,115.603,84.18,45.89,1.743,0.0,0.0
2333178070,1411.2,20,682,True,False,3.797,24.073,149.265,66.612,119.653,67.354,50.439,93.124,116.362,11.898,185.56,8.696,83.257,102.707,52.185,12.479,22.251,31.753,111.427,16.123,75.445,6.74,0.0,0.0
2333178096,1733.557,20,493,True,True,16.62,57.127,75.526,80.49,338.204,45.91,43.589,423.011,47.433,43.92,34.42,2.9,98.647,89.743,87.757,43.856,36.523,28.051,79.107,45.543,13.696,1.484,0.0,0.0
2333178452,1027.147,20,180,True,False,9.323,13.04,46.384,30.153,68.95,92.173,30.544,126.796,87.043,38.957,39.277,6.6,20.853,128.183,20.944,62.86,14.686,33.521,55.02,36.003,62.613,3.224,0.0,0.0
2333178754,1814.364,20,588,True,True,9.244,24.09,93.026,109.334,96.12,136.41,101.35,165.646,238.704,240.18,73.5,0.203,73.756,96.997,104.27,74.323,61.35,27.58,18.387,13.31,53.944,0.0,2.64,0.0
2333179262,1507.286,20,217,True,True,8.163,24.443,38.447,164.6,191.127,137.149,35.764,88.27,14.23,98.694,75.253,5.796,50.32,68.846,113.091,68.877,59.979,93.978,71.187,20.129,51.95,20.32,0.0,6.673
2333180201,1136.983,20,233,True,False,10.527,33.23,31.956,60.727,64.963,66.937,54.633,70.42,89.283,64.361,49.773,23.906,38.78,62.567,66.27,86.903,43.927,43.693,23.457,26.25,120.08,4.34,0.0,0.0
2333180309,1822.133,20,332,True,True,7.077,29.98,92.27,106.936,86.707,125.757,57.51,294.4,385.173,94.087,67.473,0.0,51.023,70.3,115.267,139.073,27.44,15.65,5.476,20.524,20.72,0.0,9.29,0.0
2333181569,1821.423,20,294,True,True,12.81,45.874,54.083,75.306,54.157,511.1,43.497,124.746,39.977,44.233,69.657,25.436,103.317,122.916,60.25,70.324,42.943,28.63,177.564,32.847,77.506,0.0,4.25,0.0
2333181691,1580.977,20,621,True,True,8.667,20.456,43.883,106.18,125.387,152.903,40.39,245.374,129.843,31.4,69.103,8.983,36.73,48.977,216.23,28.313,52.12,38.371,48.071,65.592,54.27,9.734,0.0,0.0
2333181755,1634.857,20,331,True,True,8.397,25.34,53.326,48.901,59.746,146.297,107.597,168.31,68.199,73.301,84.823,12.244,90.31,81.366,172.307,73.791,65.609,43.796,94.136,35.581,115.03,6.45,0.0,0.0
2333182093,1801.163,20,387,True,False,8.08,24.633,41.76,185.428,50.917,194.798,37.421,197.607,148.379,116.191,50.29,5.444,73.259,136.007,241.07,57.8,20.033,33.877,123.946,13.939,35.807,4.477,0.0,0.0
2333182158,1419.77,20,306,True,False,8.454,27.336,65.877,109.973,86.147,128.453,35.473,129.247,135.05,182.053,59.437,27.36,38.308,42.979,78.839,63.941,38.003,16.901,85.954,21.246,32.193,6.546,0.0,0.0
2333182506,1764.987,20,328,True,True,11.577,59.227,100.863,44.053,209.617,70.787,82.516,319.76,58.404,42.59,227.413,17.933,114.307,36.086,116.404,65.08,26.0,98.41,10.816,29.67,6.02,17.454,0.0,0.0
2333182689,1822.03,16,278,False,False,15.57,18.79,105.77,43.243,0.0,0.0,0.0,728.64,26.56,24.13,339.486,10.454,107.737,120.81,120.103,42.64,95.367,11.643,1.973,0.0,0.177,1.73,7.207,0.0
2333182786,1815.89,16,466,False,False,16.297,77.807,0.206,111.34,153.744,175.496,56.294,166.0,79.75,59.407,231.896,0.0,133.797,226.95,181.816,109.17,32.494,0.0,0.0,0.0,0.0,0.0,3.426,0.0
2333183103,1770.97,20,480,True,True,4.083,21.447,55.373,40.5,46.003,504.974,23.983,143.64,90.643,31.867,247.82,14.743,60.903,128.98,83.834,41.746,101.664,9.76,53.657,21.2,35.046,9.104,0.0,0.0
2333183731,1802.116,20,438,True,True,6.97,36.893,82.507,56.57,112.556,160.92,60.84,232.947,68.967,51.9,123.97,7.986,75.136,119.907,277.41,32.22,34.767,22.456,62.8,18.93,142.22,13.244,0.0,0.0
2333183880,1285.827,20,233,True,False,8.783,22.194,26.133,104.777,115.66,119.93,29.213,69.56,232.957,65.2,34.91,5.077,64.39,84.726,99.917,32.87,29.697,15.52,56.514,19.793,43.753,4.253,0.0,0.0
2333184339,923.893,20,267,True,False,3.657,9.66,48.613,47.38,154.8,59.073,30.02,49.447,26.437,86.88,28.373,2.23,55.293,37.424,94.006,45.567,41.683,11.754,31.13,19.723,39.483,1.26,0.0,0.0
2333184894,1815.777,20,337,True,True,9.88,42.754,176.2,252.543,68.413,129.983,56.948,183.617,173.746,47.933,103.611,0.0,138.099,88.997,76.92,75.937,105.569,10.04,33.67,25.244,13.373,0.0,2.3,0.0
2333185041,1859.703,20,612,True,False,11.74,16.956,106.717,106.297,169.8,196.813,87.81,274.663,69.254,40.393,156.89,0.0,127.447,55.456,133.014,83.75,45.016,20.894,28.56,14.77,67.483,0.0,45.98,0.0
2333185076,1819.613,7,533,False,False,29.883,190.46,237.774,287.406,717.616,318.071,24.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.797,0.0
2333185327,1580.893,20,327,True,True,22.603,64.137,45.652,55.791,115.553,64.967,89.024,105.403,52.764,93.229,226.707,9.779,110.453,86.444,98.766,86.253,68.549,40.968,37.612,25.763,70.242,10.234,0.0,0.0
2333185998,1828.98,20,458,True,True,8.86,14.786,46.17,149.502,126.544,188.401,38.373,154.173,278.661,32.496,36.344,21.985,51.957,12.279,235.896,61.688,22.552,20.108,245.352,56.332,15.634,6.66,4.227,0.0
2333186170,1846.793,20,541,True,True,12.387,17.974,174.23,62.96,182.708,121.004,50.947,66.254,51.493,201.112,53.411,89.543,93.997,274.964,120.566,60.599,31.447,29.008,49.405,19.751,66.922,12.621,3.49,0.0
2333186340,1819.963,20,308,True,True,20.41,25.2,229.223,88.74,112.233,109.584,83.533,155.22,116.547,129.6,43.363,0.0,97.87,115.221,183.956,108.693,58.724,23.006,45.596,20.35,44.21,0.0,8.684,0.0
2333186374,1819.326,20,273,True,False,14.973,48.983,177.267,100.797,234.126,136.494,87.993,268.517,127.536,105.057,62.737,0.0,39.993,29.743,26.376,117.784,22.75,17.46,41.583,28.12,50.463,0.0,3.56,77.014
2333187036,1754.656,20,241,True,True,8.866,39.557,102.001,120.302,70.47,220.898,47.839,225.063,124.498,42.389,97.907,22.689,73.389,71.791,136.843,51.14,79.644,88.006,50.821,48.81,29.276,2.457,0.0,0.0
2333187460,1372.643,20,331,True,True,8.64,12.267,28.726,58.024,71.003,77.66,33.207,240.086,48.614,85.356,81.094,19.062,49.923,80.757,216.556,87.14,25.35,12.947,96.594,10.987,22.14,6.51,0.0,0.0
2333189578,1205.474,20,293,True,True,5.63,14.694,44.993,97.657,123.28,113.03,57.21,136.21,85.46,37.41,64.59,15.94,52.73,77.293,61.867,43.936,34.757,14.08,74.647,15.677,31.046,3.337,0.0,0.0
2333190100,1814.69,15,428,False,True,5.513,15.621,244.322,108.338,35.066,244.077,93.86,289.863,80.894,83.493,48.854,0.0,60.84,350.986,140.009,8.531,0.0,0.0,0.0,0.0,0.0,0.0,4.423,0.0
2333190355,1727.956,20,311,True,True,8.373,15.777,95.863,23.157,119.493,144.93,48.887,168.623,75.897,214.17,102.793,7.932,105.62,149.95,62.843,77.667,47.05,34.323,125.307,28.787,67.73,2.784,0.0,0.0
2333190436,1793.936,14,206,False,True,13.006,9.336,76.988,120.577,386.51,83.709,50.144,199.643,197.65,240.303,172.854,0.0,64.464,106.232,67.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.694,0.0
2333191653,1243.913,20,215,True,False,4.383,7.77,51.244,58.84,53.183,84.683,34.6,149.977,156.847,54.28,65.52,3.176,70.97,60.986,110.394,71.143,40.227,23.456,59.844,14.597,62.053,5.74,0.0,0.0
2333191807,1300.843,20,192,True,True,3.68,11.276,27.14,148.43,63.87,84.627,51.65,74.5,83.543,24.967,51.837,15.074,85.813,70.74,56.477,93.383,51.877,17.496,188.753,26.517,64.297,4.896,0.0,0.0
2333192315,1098.85,20,236,True,False,6.57,10.853,52.606,138.803,61.937,86.607,45.31,62.383,101.857,142.617,42.713,6.984,32.517,60.837,85.256,37.24,27.134,11.846,26.436,16.394,37.267,4.683,0.0,0.0
2333192561,1397.586,20,339,True,True,11.24,20.09,35.476,37.854,14.346,117.19,26.787,211.507,205.406,211.77,41.514,9.803,32.763,80.107,76.206,64.517,26.157,23.02,94.513,18.48,34.87,3.97,0.0,0.0
2333192820,1822.003,20,251,True,True,10.637,24.81,49.77,50.89,130.5,205.37,75.97,58.919,129.664,180.0,64.97,38.026,79.383,60.837,229.604,63.47,34.317,38.083,115.744,35.723,139.13,3.55,2.636,0.0
2333193079,1804.067,20,434,True,True,3.83,21.937,140.66,35.753,49.804,163.42,60.193,173.14,115.456,87.642,123.47,8.228,96.023,127.59,245.192,79.758,79.474,23.69,57.288,46.819,55.013,9.687,0.0,0.0
2333193419,1495.1,20,413,True,True,9.727,23.853,65.12,63.5,305.777,63.96,60.153,171.204,66.94,89.043,124.103,8.537,64.437,52.093,92.267,41.246,60.614,24.896,28.563,21.554,46.033,11.48,0.0,0.0
2333193761,1300.396,20,217,True,True,6.636,27.117,53.56,90.327,156.943,121.53,25.187,112.443,47.923,59.334,138.303,25.686,46.953,45.364,78.07,81.823,21.593,33.1,47.98,29.527,40.333,10.664,0.0,0.0
2333194601,1190.343,20,211,True,False,11.11,47.656,33.904,65.726,71.0,169.537,44.56,141.31,36.02,32.263,69.18,12.786,42.12,66.724,99.003,34.537,52.03,17.97,51.51,27.89,61.87,1.637,0.0,0.0
2333194792,1651.36,20,230,True,True,15.353,32.007,67.153,40.127,77.993,76.38,65.047,125.56,422.95,60.64,54.26,27.971,73.41,142.18,34.483,59.707,34.73,41.4,106.857,22.57,47.636,22.946,0.0,0.0
2333195748,1819.427,19,225,False,True,22.067,21.63,188.22,151.876,109.47,75.54,71.19,143.817,312.0,50.603,81.26,0.0,63.194,97.19,112.016,175.34,58.027,23.627,0.0,33.883,20.543,0.0,7.934,0.0
2333195896,1627.19,20,378,True,True,8.65,33.026,102.726,67.773,81.411,94.289,51.737,106.11,118.137,49.917,97.487,13.2,68.843,90.499,164.744,79.757,115.803,31.544,112.21,42.469,89.751,7.107,0.0,0.0
2333196094,1305.17,20,209,True,True,7.59,15.077,43.733,45.253,95.423,146.781,32.7,128.94,146.514,62.986,73.773,9.923,83.533,99.484,69.763,35.884,50.039,59.117,35.267,16.417,40.006,6.967,0.0,0.0
2333197180,1641.367,20,292,True,True,8.174,15.093,94.057,126.156,59.677,145.74,80.137,105.22,148.98,54.95,33.51,10.449,56.553,135.127,225.8,44.93,24.473,13.717,93.377,17.74,134.193,13.314,0.0,0.0
2333198437,1816.03,18,355,False,True,4.383,27.343,64.744,59.54,178.443,328.384,40.01,142.356,126.766,94.434,106.943,11.977,157.404,164.756,142.174,81.35,14.95,51.606,0.0,15.934,0.0,0.0,2.533,0.0
2333198534,1828.85,13,376,False,True,18.333,63.54,280.646,157.6,111.071,376.273,73.867,93.873,36.253,186.46,66.247,0.0,309.13,38.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.393,0.0
2333198941,1893.637,19,264,False,False,4.333,24.694,92.386,92.024,136.21,54.96,71.306,224.864,119.216,78.834,160.226,0.0,154.654,125.73,249.23,93.463,61.397,23.766,0.0,28.064,17.47,0.0,80.81,0.0
2333199042,1824.457,20,281,True,True,15.77,41.334,40.911,56.589,391.363,127.383,70.214,174.21,58.657,40.826,104.004,0.206,89.84,124.906,66.097,70.593,45.33,51.733,152.454,21.204,75.906,0.0,4.927,0.0
2333199298,1821.683,20,731,True,False,10.9,34.91,39.393,143.723,296.2,157.784,74.849,219.534,97.297,120.046,58.1,0.214,56.0,102.243,2.9,63.196,33.997,33.39,190.476,46.806,35.524,0.0,4.201,0.0
2333199638,1693.046,20,331,True,True,8.696,30.937,48.447,76.063,74.857,84.046,35.147,124.957,240.29,154.413,49.963,8.373,59.11,171.364,168.877,122.856,75.894,14.223,65.823,20.127,34.22,24.363,0.0,0.0
2333199883,1343.303,20,199,True,True,14.683,27.944,64.17,98.593,79.563,107.834,76.356,114.897,49.117,86.513,49.97,6.886,79.387,81.463,148.117,62.113,35.903,18.244,44.037,17.483,70.05,9.98,0.0,0.0
2333200075,1466.806,20,338,True,True,7.66,19.753,69.429,39.638,132.453,89.513,71.811,163.475,83.761,66.63,86.466,14.406,101.567,81.662,100.241,43.977,74.48,38.046,70.726,36.41,67.316,7.386,0.0,0.0
2333200571,1380.884,20,502,True,False,9.507,15.163,59.97,62.264,67.32,85.916,17.15,94.114,162.906,192.38,113.354,6.314,37.18,56.933,85.147,75.2,17.546,11.86,56.216,117.244,33.01,4.19,0.0,0.0
2333200776,1653.933,20,260,True,True,11.723,21.644,52.766,132.541,111.435,139.881,25.283,92.517,169.56,95.837,74.796,124.194,44.809,161.618,121.63,82.796,57.18,20.773,29.019,33.167,42.534,8.23,0.0,0.0
2333202469,1518.35,20,272,True,True,10.02,36.457,38.18,52.163,81.714,140.093,37.213,85.217,69.397,112.86,99.46,3.73,60.253,100.68,177.39,126.21,29.663,16.307,150.394,20.987,44.806,6.346,0.0,18.81
2333202884,1807.154,20,470,True,False,4.387,18.237,105.22,204.82,103.816,159.177,59.033,94.147,88.277,17.35,43.986,150.287,56.144,83.593,39.317,85.756,41.997,84.787,99.44,63.113,185.587,18.683,0.0,0.0
2333203414,1621.77,20,660,True,True,7.756,22.16,65.577,65.74,58.121,96.89,45.413,236.103,111.16,96.745,89.062,59.147,48.747,144.689,88.047,72.649,141.61,19.558,53.954,40.602,46.413,8.967,0.0,2.66
2333203635,1827.08,20,502,True,False,21.323,46.159,33.414,48.694,55.355,290.788,43.473,116.34,80.62,65.214,91.823,388.637,53.846,72.717,171.06,59.933,51.341,24.549,32.611,30.805,43.648,0.0,4.73,0.0
2333203724,1450.453,20,232,True,True,24.96,20.596,45.354,39.36,145.973,125.347,41.403,189.89,39.787,48.673,68.8,3.783,37.813,146.804,146.89,26.216,73.154,10.206,103.537,66.104,39.233,6.57,0.0,0.0
2333204488,1831.68,20,297,True,True,11.707,39.534,38.467,155.404,68.567,126.444,41.487,186.867,192.534,58.472,66.043,0.0,82.284,240.75,80.56,184.203,59.654,37.67,57.324,25.973,71.283,0.0,6.453,0.0
2333204577,1581.266,20,540,True,True,5.66,44.23,70.08,61.757,100.79,175.457,38.46,143.78,97.043,30.273,164.857,7.573,82.01,78.452,142.004,61.116,27.524,14.543,66.35,87.607,71.34,10.36,0.0,0.0
2333204836,1270.723,20,449,True,True,10.58,19.19,88.36,140.177,40.309,99.114,39.739,88.421,60.763,154.834,42.429,21.228,69.386,96.347,88.867,45.586,24.17,28.124,36.724,26.326,35.416,14.633,0.0,0.0
2333205018,1767.46,20,531,True,True,11.466,40.814,31.435,40.705,88.246,129.444,51.15,220.913,232.772,184.415,70.879,5.02,28.083,72.034,207.804,60.263,49.547,92.962,33.744,43.988,66.356,5.42,0.0,0.0
2333205107,1780.59,20,274,True,True,13.843,29.2,38.687,100.026,105.42,275.037,145.693,136.964,135.696,107.21,99.097,10.184,49.243,72.92,235.62,50.504,40.19,9.533,66.003,39.113,15.567,4.84,0.0,0.0
2333205352,1669.61,20,665,True,True,10.087,25.057,54.68,77.417,70.48,159.989,53.837,102.36,154.838,121.416,206.027,3.958,98.422,108.224,149.93,100.85,34.986,39.001,36.274,15.213,38.24,8.324,0.0,0.0
2333205425,1391.074,20,640,True,False,6.507,58.541,78.047,83.909,141.067,168.497,44.543,137.657,12.544,84.153,24.41,49.306,91.347,70.323,98.334,16.213,55.053,9.457,54.2,62.257,32.5,7.353,0.0,4.856
2333205859,1333.936,20,208,True,True,10.5,48.423,40.027,143.223,58.703,119.997,39.227,105.726,87.834,56.79,47.086,10.44,110.53,80.257,98.24,92.267,55.333,22.0,14.636,15.727,67.06,9.91,0.0,0.0
2333206201,1819.61,15,177,False,True,8.477,42.043,121.183,48.64,234.197,288.353,114.307,182.217,98.02,193.236,151.944,0.0,74.1,107.266,75.274,69.69,0.0,0.0,0.0,0.0,0.0,0.0,10.663,0.0
2333206413,1806.04,20,311,True,True,9.76,27.137,126.71,104.256,296.027,104.383,86.93,216.364,101.47,42.833,87.657,14.91,128.64,101.62,90.86,41.743,47.68,21.53,47.387,18.077,87.066,3.0,0.0,0.0
2333206553,1519.37,20,246,True,False,7.317,16.583,32.187,186.003,359.13,86.353,87.687,178.873,76.654,80.16,5.33,3.8,1.963,43.11,24.33,97.323,4.307,2.95,190.27,14.166,10.904,9.563,0.0,0.407
2333207223,1782.49,20,353,True,True,18.463,25.95,32.37,121.436,178.781,111.523,32.589,199.963,100.369,68.28,188.246,28.991,101.631,40.583,140.542,74.147,60.696,38.479,74.872,34.186,103.773,6.62,0.0,0.0
2333209005,1814.64,20,463,True,False,8.423,48.304,61.899,128.947,133.89,132.573,51.257,252.62,78.903,85.153,195.974,8.783,66.66,145.38,90.96,74.126,9.984,16.8,102.547,46.056,62.354,13.047,0.0,0.0
2333209251,1699.543,20,505,True,False,2.857,23.49,212.74,336.226,138.454,45.046,63.257,216.998,50.829,58.81,103.02,6.787,78.666,100.947,26.423,38.844,144.346,25.494,5.993,10.046,5.837,4.433,0.0,0.0
2333209358,1814.596,20,271,True,True,9.803,49.25,117.227,102.5,279.666,151.654,48.35,123.65,84.586,65.71,88.69,0.0,136.5,73.754,105.573,66.76,53.41,24.267,67.463,62.133,101.13,0.0,2.52,0.0
2333209447,1854.427,13,115,False,False,14.473,64.184,71.193,41.917,181.23,167.536,103.317,276.407,134.34,157.306,67.934,0.0,239.46,284.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.279,0.0
2333209510,1814.03,16,342,False,False,8.787,17.129,90.334,155.517,190.214,274.222,144.794,187.224,58.252,72.857,83.194,0.0,74.293,166.18,101.85,158.409,27.097,0.0,0.0,0.0,0.0,0.0,3.677,0.0
2333210003,1812.966,20,247,True,False,15.02,131.173,117.143,203.46,91.318,236.67,101.046,232.797,38.41,57.409,163.33,13.432,44.184,60.699,43.874,47.107,32.263,38.457,49.757,20.746,68.867,5.804,0.0,0.0
2333210038,1458.116,20,384,True,True,11.033,19.213,114.897,73.48,163.133,98.864,30.32,129.216,64.28,75.157,76.74,36.277,74.703,195.49,79.957,38.507,24.14,32.46,44.613,16.663,41.907,17.066,0.0,0.0
2333210364,1285.76,20,468,True,False,6.126,27.78,59.374,74.583,102.45,87.807,17.69,83.18,124.413,106.107,82.45,4.256,42.943,59.813,108.454,43.563,15.79,15.36,182.104,11.067,23.626,6.824,0.0,0.0
2333210399,1518.75,20,457,True,False,13.656,16.201,37.963,58.073,44.604,94.254,43.29,81.006,169.123,112.291,89.88,38.093,150.915,58.64,111.665,157.386,26.524,39.679,49.4,54.383,67.091,4.633,0.0,0.0
2333210453,1323.96,20,266,True,False,10.04,26.533,141.65,56.84,46.017,113.81,49.58,122.096,81.08,280.22,40.014,4.097,27.52,87.513,41.817,27.896,45.02,18.174,63.367,16.523,22.583,1.57,0.0,0.0
2333210542,1498.067,20,279,True,True,7.857,16.584,68.513,100.333,100.617,58.279,49.348,153.203,90.943,26.79,58.376,39.8,46.07,172.52,205.224,70.626,37.477,27.097,20.046,44.557,99.673,4.134,0.0,0.0
2333210640,1817.1,20,283,True,True,8.74,56.18,49.31,139.716,329.18,32.756,22.297,102.323,90.457,55.37,184.236,0.0,111.137,51.028,63.09,197.74,78.35,3.447,122.526,28.646,86.868,0.0,3.703,0.0
2333210712,1818.443,19,262,False,False,15.7,22.147,108.893,94.026,117.748,152.54,50.556,179.487,204.325,114.144,45.476,0.0,118.487,163.344,191.721,60.536,67.654,32.902,0.0,28.554,44.776,0.0,5.427,0.0
2333210739,1091.21,20,208,True,False,2.06,31.986,31.034,29.92,30.256,35.327,50.557,111.97,28.106,17.877,42.303,13.07,35.474,114.2,73.03,21.716,131.061,66.22,116.51,25.337,79.513,3.683,0.0,0.0
2333210895,1819.82,20,261,True,True,14.99,34.021,113.791,58.64,200.457,219.921,15.846,118.36,194.122,153.768,40.323,12.937,62.28,87.14,55.543,196.371,44.66,40.142,80.785,30.968,35.864,5.787,3.104,0.0
2333210950,1819.86,14,606,False,False,12.283,22.404,66.723,190.794,51.283,181.65,85.25,124.103,96.78,258.257,388.22,0.0,95.22,82.63,152.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.843,0.0
2333211093,1540.74,20,375,True,False,6.276,29.24,130.25,179.277,61.867,93.05,28.733,91.393,64.73,66.127,49.893,5.324,73.897,142.877,111.73,91.266,105.684,60.603,74.907,11.237,56.376,6.003,0.0,0.0
2333211239,1777.243,20,428,True,False,6.71,24.58,70.11,55.113,249.993,172.557,110.577,244.713,92.647,68.95,107.33,10.366,133.947,206.563,181.326,13.287,15.24,2.743,2.437,2.164,3.133,2.757,0.0,0.0
2333211301,1821.94,16,278,False,True,12.05,29.436,71.634,117.886,193.704,71.459,34.49,127.904,97.027,58.066,98.484,2.133,27.771,163.789,297.037,44.253,368.533,0.0,0.0,0.0,0.0,0.0,6.284,0.0
2333211395,1132.72,20,431,True,False,10.914,19.686,43.927,52.127,79.213,23.327,22.753,157.6,34.18,33.713,93.033,7.043,100.454,77.677,135.706,37.347,55.573,9.574,73.16,28.473,33.567,3.673,0.0,0.0
2333212154,1604.436,20,226,True,False,9.67,27.83,146.733,158.663,93.82,101.584,100.826,87.904,97.09,24.243,139.663,2.9,61.54,102.327,196.063,74.9,56.454,19.016,22.916,35.717,40.367,4.21,0.0,0.0
2333212421,1807.964,6,247,False,True,10.434,25.226,141.8,86.96,1448.31,90.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.703,0.0
2333213029,966.477,20,182,True,True,4.747,17.813,34.05,13.597,85.807,24.953,37.367,53.84,41.433,89.307,64.55,6.129,46.26,83.68,103.056,72.864,31.433,15.88,55.144,21.447,55.416,7.704,0.0,0.0
2333213347,1656.98,20,277,True,True,8.136,27.02,84.287,90.993,365.034,92.256,71.537,190.837,129.186,27.334,131.066,17.107,44.614,108.29,37.083,43.793,40.984,20.486,40.08,47.164,34.92,4.773,0.0,0.0
2333214335,1812.986,15,242,False,False,11.5,84.34,123.639,147.247,352.084,111.07,44.663,87.337,262.213,139.357,147.143,0.0,47.831,152.936,97.991,0.404,0.0,0.0,0.0,0.0,0.0,0.0,3.231,0.0
2333214441,1436.254,20,230,True,True,12.224,21.41,57.073,64.597,59.42,78.976,46.147,120.31,62.437,101.396,105.394,11.82,73.496,66.63,125.797,73.007,80.14,22.253,41.41,94.217,111.146,6.954,0.0,0.0
2333214637,1447.973,20,223,True,True,7.737,18.401,60.585,44.42,108.337,110.36,59.85,108.447,66.67,39.646,57.45,6.146,119.577,108.333,36.757,226.197,31.646,22.204,91.647,63.72,54.933,4.91,0.0,0.0
2333214971,1657.773,20,228,True,True,10.963,24.787,58.0,69.763,91.827,139.13,90.62,135.85,115.823,97.327,135.85,17.373,71.673,89.977,134.453,81.877,46.89,15.959,37.954,113.044,70.95,7.683,0.0,0.0
2333215234,1765.266,20,245,True,True,6.916,48.684,142.166,97.497,164.737,183.41,48.82,244.936,69.704,84.09,140.19,9.282,101.686,77.847,56.517,40.97,61.653,30.47,35.427,52.283,58.027,9.954,0.0,0.0
2333215285,1302.55,20,486,True,True,10.983,16.207,39.713,85.96,165.533,162.954,35.266,82.914,47.776,49.514,25.336,3.85,41.697,75.54,118.72,117.647,56.23,10.836,86.603,38.177,20.447,10.647,0.0,0.0
2333215587,1365.276,20,376,True,True,13.45,17.913,71.52,100.243,41.487,121.827,64.673,138.977,64.936,29.077,78.69,9.032,35.473,124.744,90.453,40.223,59.95,31.27,52.264,110.269,62.651,6.154,0.0,0.0
2333215731,1222.503,20,261,True,False,11.41,23.544,105.72,82.337,147.083,83.842,38.611,99.053,48.573,54.12,24.203,5.28,58.544,64.513,84.937,78.879,25.751,10.446,94.05,43.57,36.237,1.8,0.0,0.0
2333215749,1131.49,20,192,True,False,10.81,30.63,48.86,93.847,134.341,134.268,32.947,104.24,69.356,43.638,62.133,9.158,28.763,90.58,54.04,82.374,29.642,10.544,10.2,17.113,27.543,6.463,0.0,0.0
2333216371,1819.053,19,930,False,False,7.79,22.96,77.95,150.807,161.61,275.693,35.883,213.207,87.613,255.324,13.436,0.0,47.624,162.873,120.493,68.284,19.616,35.214,0.0,45.2,10.006,0.0,7.47,0.0
2333216427,1342.887,20,312,True,True,6.957,14.669,90.604,81.65,71.919,102.748,52.56,92.174,122.411,86.593,142.98,15.648,65.976,95.237,72.556,59.004,29.076,20.337,24.259,30.014,58.526,6.989,0.0,0.0
2333216516,1774.083,20,314,True,True,10.093,36.633,83.507,54.698,70.572,274.307,39.933,160.799,170.115,45.496,54.43,9.729,71.119,86.561,119.15,127.951,77.285,30.691,106.988,78.116,59.723,6.187,0.0,0.0
2333216583,1273.796,20,244,True,True,3.83,28.47,54.096,37.223,142.484,115.943,18.957,58.96,45.947,69.55,138.499,9.485,68.567,76.187,112.377,84.644,46.892,21.091,50.651,33.856,54.073,2.014,0.0,0.0
2333217024,1710.227,20,323,True,False,13.8,16.654,56.09,54.506,100.694,103.816,61.017,130.793,67.98,58.39,56.437,4.333,345.43,131.527,111.483,102.22,54.667,36.553,23.796,38.36,139.464,2.217,0.0,0.0
2333217083,1561.016,20,259,True,True,8.36,26.146,41.987,84.177,72.876,140.907,43.739,152.871,48.107,161.333,57.743,10.06,61.674,145.417,125.706,72.305,73.771,31.465,90.33,31.046,76.703,4.293,0.0,0.0
